alvo,tag_alvo,pct_tag_alvo,tag_dependente_prevalente,pct_tag_dependente,amostra_termos,pct_amostra,sentenca_media_hdbscan
oração,NOUN,99.2%,PRON | nsubj,1.1%,"['que', 'essa', 'isso', 'você', 'o', 'esta', 'eu', 'qual', 'tudo', 'algo']",97.9%,"E, falando sobre intercessão, eu queria convidar esse povo, aqui agora, a orar conosco e entender, fazer os entender pelo Espírito de Deus, porque só ele pode nos levar esse entendimento de que, sim, a sua oração, irmãzinha, você aí, ó que tá aí do outro lado agora pensando Poxa, Camila, mas Deus vai ouvir a minha oração e ela foi uma oração de alguém que tem procurado né caminhar em retidão diante do Senhor."
oração,NOUN,99.2%,PROPN | nmod,1.1%,"['pai', 'deus', 'brasil', 'jesus', 'daniel', 'nosso', 'você', 'evangelista', 'primeira', 'filipenses']",63.8%,"Se você olhar a Bíblia, a palavra de Deus, e aí vou chegar aqui para nós, quando o apóstolo Paulo vai falar da oração em Primeira Timóteo, no capítulo 2, o apóstolo Paulo diz uma coisa que muitos de nós não observamos:"
oração,NOUN,99.2%,PRON | nmod,0.7%,"['deles', 'dela', 'mim', 'ela', 'vocês', 'todos', 'aqueles', 'dele', 'algo', 'disso']",83.3%,"E, falando sobre intercessão, eu queria convidar esse povo, aqui agora, a orar conosco e entender, fazer os entender pelo Espírito de Deus, porque só ele pode nos levar esse entendimento de que, sim, a sua oração, irmãzinha, você aí, ó que tá aí do outro lado agora pensando Poxa, Camila, mas Deus vai ouvir a minha oração e ela foi uma oração de alguém que tem procurado né caminhar em retidão diante do Senhor."
oração,NOUN,99.2%,NOUN | ccomp,0.6%,"['oração', 'chave', 'arma', 'momento', 'pauta', 'live', 'pilar', 'movimento', 'petição', 'dia']",64.0%,"Eu sei que você tá envolvido também com toda a causa do Marajó e aqui dentro do d a gente tem o Instituto akash e aquilo que a gente faz, faz lá e às vezes o que a gente não pensa é que o akashi ou, perdão, o Marajó, não é uma pauta apenas de oração, é uma pauta de trabalho, porque a realidade lá é uma realidade tão profunda, é uma realidade tão séria que eu não tenho como criar restauração sem trabalhar."
oração,NOUN,99.2%,SCONJ | mark,0.5%,"['que', 'porque', 'para']",100.0%,"Pastor, a gente tá falando sobre oração, né, e eu sei que a oração, né, na vida do cristão é de noite em todos os momentos, seja para alimentar, seja para dormir, seja para agradecer, seja para poder repreender."
oração,NOUN,99.2%,ADJ | acl:relcl,0.5%,"['inesquecível', 'decisiva', 'essencial', 'primeiro', 'fundamental', 'envolvido', 'grandes', 'poderosas', 'preciso', 'poderosa']",73.9%,"Gabriela, qual foi o momento da sua vida onde a oração, ela, foi essencial, assim, uma oração Inesquecível na sua vida?"
oração,NOUN,99.2%,ADJ | ROOT,0.5%,"['poderosa', 'correto', 'celeiros', 'poderoso', 'inesquecível', 'difícil', 'presente', 'distante', 'semelhante', 'fruto']",61.9%,"Então, ok, a oração não é poderosa por causa de quem faz, a oração é poderosa por causa de quem a ouve, só que quando o Tiago que a oração de um justo muito pode em seus efeitos, ele está chamando não quem ouve ao compromisso, mas quem faz que intercede."
oração,NOUN,99.2%,VERB | parataxis,0.4%,"['atenda', 'sabe', 'fiz', 'obrigado', 'temos', 'tem', 'colocar', 'começou', 'costumo', 'descrevem']",68.4%,"Nick, muito obrigado, que Deus abençoe a sua vida, Obrigado pela oração, obrigado pela disposição, você uma pessoa extremamente importante no corpo de Cristo, que nós fazemos PR, tá um abração para vocêo."
oração,NOUN,99.2%,NOUN | appos,0.4%,"['oração', 'pessoa', 'movimento', 'programa', 'crise', 'gente', 'cara', 'orações', 'entrega', 'trabalho']",73.7%,"E, falando sobre intercessão, eu queria convidar esse povo, aqui agora, a orar conosco e entender, fazer os entender pelo Espírito de Deus, porque só ele pode nos levar esse entendimento de que, sim, a sua oração, irmãzinha, você aí, ó que tá aí do outro lado agora pensando Poxa, Camila, mas Deus vai ouvir a minha oração e ela foi uma oração de alguém que tem procurado né caminhar em retidão diante do Senhor."
oração,NOUN,99.2%,PROPN | ROOT,0.3%,"['coloque', 'pastor', 'eh', 'bíblia', 'estenda', 'mãe', 'jesus', 'nicolas', 'deus', 'né']",85.7%,"Pastor Aloísio Silva: a oração que deve ser feita por todo cristão não é uma oração de Praga, e sim de Súplica."
oração,NOUN,99.2%,VERB | csubj,0.3%,"['fazer', 'falar', 'tenho', 'faça', 'terminou', 'jogar', 'pedimos', 'colocar', 'acredito', 'emendar']",85.7%,"Tanto é, eh, Nicolas, que eu tenho comigo uma oração que eu faço constantemente e depois eu quero ler para vocês quando nós orarmos pelo nosso país, para que o nosso país não fique pensando na circunstâncias, porque nós temos um Deus atrás de nós, que ele vai cuidar de nós, ele não vai deixar a gente passar fome."
oração,NOUN,99.2%,PRON | ROOT,0.3%,"['isso', 'eu', 'qual', 'o', 'essa', 'muita', 'que']",100.0%,"E, por fim, a última pergunta, né: qual foi a oração mais importante ou perigosa, o momento da sua vida que ela fez total diferença?"
oração,NOUN,99.2%,PROPN | conj,0.3%,"['deus', 'espírito', 'luma', 'senhor', 'cidadania', 'você', 'paulo', 'josé', 'súplica']",100.0%,"Grande privilégio, grande honra poder estar com você, tá com todo o pessoal que te acompanha, segue, ser ministrado por esse tempo maravilhoso e pela Luma palavra de Deus sobre família oração."
oração,NOUN,99.2%,NOUN | acl:relcl,0.2%,"['local', 'depósito', 'jejum', 'oração', 'resultado', 'marca', 'guerras', 'palavra', 'fruto', 'dias']",100.0%,"E nesses 21 dias nós estaremos fazendo algo específico, né para para poder reanimar corações, para poder o Senhor tocar aí pessoas que estão né desviadas, pessoas que estão talvez né nessa ânsia política, estão deixando o mais importante né de lado, que é a oração, que é o jejum, que é o relacionamento com Cristo."
oração,NOUN,99.2%,ADJ | conj,0.2%,"['poderosa', 'primeira', 'importante', 'atento', 'intencional', 'inesquecível', 'assertiva', 'eficaz', 'abertos']",100.0%,"Então, ok, a oração não é poderosa por causa de quem faz, a oração é poderosa por causa de quem a ouve, só que quando o Tiago que a oração de um justo muito pode em seus efeitos, ele está chamando não quem ouve ao compromisso, mas quem faz que intercede."
oração,NOUN,99.2%,ADJ | ccomp,0.2%,"['simples', 'constante', 'presente', 'poderosa', 'efetiva', 'fundamental', 'precioso', 'preciso', 'cobertos']",100.0%,"Eu sei que a oração é algo constante, mas isso é orações, por exemplo, que para mim, eu jamais esqueço, aquela oração que me rasga, aquela oração que me fez poxa voltar aquele primeiro amor, aquela relação também de cura, aquela oração de que é espiritual,"
oração,NOUN,99.2%,PROPN | obl,0.2%,"['poder', 'deus', 'exército', 'live', 'avivamento']",100.0%,"Então eu acho que o grande problema nosso é que a gente deixa para alistar os nossos jovens e adolescentes muito velhos e aí, quando a gente vai alistar eles no Exército de oração, no exército do bater, do comprometimento com as coisas de Deus, eles já foram listados em outros exércitos."
oração,NOUN,99.2%,PROPN | appos,0.2%,"['nicolas', 'círculo', 'senhor', 'nicolau', 'deus', 'exército', 'paulo', 'bíblia']",100.0%,"E isso só aconteceu por causa da oração, Nicolas."
oração,NOUN,99.2%,PROPN | nsubj,0.2%,"['nicolas', 'minha', 'né', 'nosso', 'deus', 'glória', 'brasil', 'senhor']",100.0%,"Né é a oração de abraçar alguém visivelmente, a oração de amar alguém sem ter plateias ou ter aplausos e de Fato, né o maior prova que você pode fazer de amor por alguém é orar por ela, é orar por essa pessoa."
oração,NOUN,99.2%,NOUN | parataxis,0.1%,"['tempo', 'dias', 'oportunidade', 'poder', 'pai', 'oração']",100.0%,"Pastor Aloísio Silva: a oração que deve ser feita por todo cristão não é uma oração de Praga, e sim de Súplica."
oração,NOUN,99.2%,PRON | obj,0.1%,"['você', 'nós', 'muitas', 'isso']",100.0%,"Essa frase, você se Lewis, fala muito comigo porque já fiz muitas dessas orações."
oração,NOUN,99.2%,NOUN | xcomp,0.1%,"['resposta', 'vida', 'homem', 'relevância', 'instrumento']",100.0%,"Ó Pai, que o Senhor possa fazer jorrar lágrimas nos corações de quem estão ouvindo, que isso aqui possa ser resposta de oração para muitas pessoas que estão querendo aproximar de ti, mas não saibam como."
oração,NOUN,99.2%,PROPN | obj,0.1%,"['live', 'poder', 'unidos']",100.0%,"A gente vê, né, o Poder da Oração nisso."
oração,NOUN,99.2%,PRON | conj,0.1%,"['essa', 'aquilo', 'naquilo', 'muitos']",100.0%,"Eu falo a respeito da oração e muitos de nós acaba que pega o celular de qualquer maneira, em qualquer lugar, e acaba desvalorizando, descredibilizando esse momento tão importante que a gente tá falando não com simplesmente um colega de trabalho, nós estamos falando com Deus, tá."
oração,NOUN,99.2%,AUX | ROOT,0.1%,"['estamos', 'vai', 'era', 'foi']",100.0%,"Mas a oração deles era: “Senhor, dobra-me, dobra-me, quebra-me, humilha-me."
oração,NOUN,99.2%,AUX | aux,0.1%,"['vai', 'tem']",100.0%,"e isso tem sido a minha oração, realmente que Deus venha intervir, que Deus realmente é colocar a mão dele."
oração,NOUN,99.2%,INTJ | ROOT,0.1%,"['senhor', 'né']",100.0%,"Senhor, essa é a nossa oração."
oração,NOUN,99.2%,NOUN | advcl,0.1%,"['momento', 'pergunta', 'política', 'acidente']",100.0%,"Então essa experiência foi uma oração, que na verdade quase que não foi uma oração, né porque foi o primeiro momento que eu entrei ali para o já me pegou."
oração,NOUN,99.2%,CCONJ | punct,0.1%,['né'],100.0%,"A gente sempre pede aqui, né não pede né, mas as pessoas que entram aqui tem dado uma palavra a respeito, né da oração depois do homem em seguida, né a gente tem encaminhado para a gente orar, né pela pela nossa nação."
oração,NOUN,99.2%,PRON | det,0.1%,"['mim', 'o', 'aquele']",100.0%,"E muito feliz por você focar sobre oração e para mim oração é algo íntimo em uma terra né e o mundo onde o mais importante, o que se posta- e quando você não posta, você não fez, você não foi- a oração é um daqueles momentos que ninguém pode te tirar."
oração,NOUN,99.2%,NOUN | dep,0.1%,"['momento', 'lives', 'tipo']",100.0%,"Fazer tudo, oração, todo tipo de oração e Súplica, né"
oração,NOUN,99.2%,ADJ | xcomp,0.1%,"['presente', 'firme', 'vazias']",100.0%,"Mas antes de estar ansiosa, presente a Deus em orações, súplicas, todas as suas necessidades, e a paz de Deus, que excede o entendimento, guardará o coração e a mente de vocês em Cristo Jesus."
oração,NOUN,99.2%,VERB | cop,0.1%,"['estava', 'é', 'seja']",100.0%,"Então é esse movimento que bate aqui, que sobe para ele e ele intervém, porque oração nada mais é do que uma permissão terrena para uma invasão Celestial."
oração,NOUN,99.2%,NOUN | amod,0.1%,"['oração', 'fruto', 'inteligência']",100.0%,Cassiano encontrou um testemunho de vida tão forte e nós somos a verdade fruto de oração.
oração,NOUN,99.2%,NUM | nummod,0.1%,"['duas', '13/21']",100.0%,"E eu creio que essa oração do Pai Nosso é a oração que Jesus ensinou, duas orações, duas orações que são assim Poderosas:"
oração,NOUN,99.2%,PRON | amod,0.1%,"['dele', 'menor', 'ela']",100.0%,"Essa, essa filipense aqui, né epístola de Paula aos Filipenses, ele ele mostra como a súplicas e as orações dele era muito sincera, perante, perante seus irmãos, né que ele estava ali, seja ele falando, olha, seja algemas, seja na defesa ou na Constituição do Evangelho, porque todos nós somos participantes da graça, né comigo."
oração,NOUN,99.2%,ADJ | parataxis,0.1%,"['súplica', 'igual', 'rápido']",100.0%,"E não importa qual seja o seu chamado, a oração é igual para todos;"
oração,NOUN,99.2%,NUM | nsubj,0.1%,['uma'],100.0%,"Porque uma das minhas últimas orações que o Senhor tem respondido é que, assim como o Senhor fez na vida do meu pai anos atrás e nós, esse ano nós"
oração,NOUN,99.2%,VERB | amod,0.0%,"['unida', 'hahaha']",100.0%,"Assim, a gente, eh os, os associação, os PMs de Cristo e os militares evangélicos criaram um movimento que começou eh, na pandemia, uma sala Nacional de oração, movimento de oração unida né, e a gente então tá buscando Deus todos os dias, das 6 às 8, todos os dias."
oração,NOUN,99.2%,PROPN | acl:relcl,0.0%,"['jó', 'live']",100.0%,"Essa oração do verdadeiro Evangelista que está em Jó 29, Senhor, é uma oração que eu faço constantemente."
oração,NOUN,99.2%,DET | nmod,0.0%,['cada'],100.0%,"Pai, ouve a oração de cada um, oração do teu povo."
oração,NOUN,99.2%,VERB | dep,0.0%,"['façam', 'parte']",100.0%,"antes de tudo, que se façam orações, deprecações, isso é orações insistentes, súplicas, pelos homens que estão em eminência, para que temos uma vida quieta e sossegada, porque isto é bom e agradável ao senhor."
oração,NOUN,99.2%,ADJ | advcl,0.0%,"['bom', 'disposta']",100.0%,"antes de tudo, que se façam orações, deprecações, isso é orações insistentes, súplicas, pelos homens que estão em eminência, para que temos uma vida quieta e sossegada, porque isto é bom e agradável ao senhor."
oração,NOUN,99.2%,PROPN | flat:name,0.0%,"['psdb', 'deus']",100.0%,"Oração PSDB, Cidadania."
oração,NOUN,99.2%,ADV | advcl,0.0%,['através'],100.0%,"Senhor, a tua ministra acabou de dizer aqui, através da tua palavra, que através da oração o senhor vai nos comunicar aquilo que a gente não sabe."
oração,NOUN,99.2%,ADJ | acl,0.0%,"['espiritual', 'conhecida']",100.0%,"Eu sei que a oração é algo constante, mas isso é orações, por exemplo, que para mim, eu jamais esqueço, aquela oração que me rasga, aquela oração que me fez poxa voltar aquele primeiro amor, aquela relação também de cura, aquela oração de que é espiritual,"
oração,NOUN,99.2%,DET | amod,0.0%,"['aquele', 'qualquer']",100.0%,"Nós estamos vivendo nesse momento como igreja, nós precisamos buscar na oração aquele, aquela postura de arrependimento."
oração,NOUN,99.2%,VERB | nmod,0.0%,"['ver', 'entrega']",100.0%,"Ou seja, a oração através das palavras, mesmo sem cores, sem ver, quebram o que é visível, quebra o aço, quebra a cadeia, né."
oração,NOUN,99.2%,PRON | obl,0.0%,"['isso', 'onde']",100.0%,"Por isso a oração, ela é essencial e precisamos acreditar, precisamos crer que aquele que procura ele vai achar."
oração,NOUN,99.2%,PRON | dep,0.0%,"['que', 'isso']",100.0%,"Ela não sabe, mas naquele dia a oração de intercessão dela, que nem católica era, salvou uma vocação, Padre, porque a oração me trouxe Muito conforto."
oração,NOUN,99.2%,VERB | obj,0.0%,['chama'],100.0%,"Então, aqui, que eu e você, mas todos aqueles que estão podendo ter acesso essas lives, essas orações, possam deixar essa chama também de oração em seus corações."
oração,NOUN,99.2%,INTJ | parataxis,0.0%,['né'],100.0%,"” Isso não é uma oração sóbria, né?"
oração,NOUN,99.2%,PUNCT | cc,0.0%,['né'],100.0%,"né e sem a oração, né sem ter uma retaguarda, sem realmente ter o senhor né nos guardando."
oração,NOUN,99.2%,ADV | ROOT,0.0%,['através'],100.0%,Através Dessa Oração
oração,NOUN,99.2%,PROPN | advmod,0.0%,['ó'],100.0%,"Essa oração que nós pedimos, ó Deus, aviva o nosso coração, ó Pai."
oração,NOUN,99.2%,DET | nsubj,0.0%,['suas'],100.0%,"Então, Eh, da mesma forma, como você não toma ações, isso gera consequências, as suas, não orações."
oração,NOUN,99.2%,PRON | mark,0.0%,['que'],100.0%,"Não tem um dia que eu não entro, eh, ali para dar uma entrevista ou entrar em um debate que eu não esteja em oração e, e o melhor, eu sei que tem muitas pessoas que estão em oração."
oração,NOUN,99.2%,SCONJ | nsubj,0.0%,['que'],100.0%,"É isso que é uma oração eficaz, que tem valor e que tem resposta."
oração,NOUN,99.2%,ADV | nmod,0.0%,['aqui'],100.0%,Eu concordo com a oração de cada um aqui.
oração,NOUN,99.2%,NUM | det,0.0%,['uma'],100.0%,"Se você puder, fecha aí que nós vamos fazer aí uma uma oração."
oração,NOUN,99.2%,DET | obj,0.0%,['suas'],100.0%,"Então, independente seja um lado ou do outro, permaneçam em silêncio, por gentileza, para os deputados fazerem suas, suas, suas orações."
oração,NOUN,99.2%,ADV | det,0.0%,['todo'],100.0%,"Por isso fugir que todo quanto em oração pedirdes, crede que recebestes E será assim convosco."
oração,NOUN,99.2%,NUM | conj,0.0%,['um'],100.0%,"E muito feliz por você focar sobre oração e para mim oração é algo íntimo em uma terra né e o mundo onde o mais importante, o que se posta- e quando você não posta, você não fez, você não foi- a oração é um daqueles momentos que ninguém pode te tirar."
oração,NOUN,99.2%,DET | conj,0.0%,['seu'],100.0%,"A oração, aquele momento só seu e do Abba."
oração,NOUN,99.2%,NOUN | flat:name,0.0%,['maldade'],100.0%,"Levante maldade e oração dentro da sua casa, junto com os anjos."
oração,NOUN,99.2%,PRON | appos,0.0%,['ela'],100.0%,"Gabriela, qual foi o momento da sua vida onde a oração, ela, foi essencial, assim, uma oração Inesquecível na sua vida?"
oração,NOUN,99.2%,INTJ | conj,0.0%,['né'],100.0%,"E pastor, gostaria que o senhor comentasse com a gente, testemunhar um momento onde a oração, uma oração inesquecível da sua vida, né?"
